video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings
7YQ6SUiKLtQ,Mehfil Mitraan Di - First Place at Maryland Mauj 2024,2024-05-19T19:25:41Z,2024,PT8M34S,4870,55.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Mehfil Mitraan Di (representing Washington, DC, USA) with their first place performance at Maryland Mauj 2024.

Maryland Mauj 2024 took place on March 9 2024, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #mehfilmitraandi #marylandmauj",First
cwaw4uKOv-A,Alamo City Bhangra - Second Place Senior Category at Back to the Roots 2024,2024-05-17T05:38:52Z,2024,PT11M2S,17145,150.0,12.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Alamo City Bhangra (representing San Antonio, Texas, USA) with their Second Place performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #alamocitybhangra #backtotheroots",Second
dMzlAt2969s,Nachdi Jawani's All-Star Girls - Third Place Senior Category at Back to the Roots 2024,2024-05-17T05:36:59Z,2024,PT8M22S,5333,63.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachdi Jawani's All-Star Girls team (representing Toronto, Ontario, Canada) with their Third Place performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #nachdijawani #backtotheroots",Third
wGp1sAjVzPo,Stanford Bhangra at Back to the Roots 2024,2024-05-17T05:33:48Z,2024,PT8M38S,1034,15.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Stanford Bhangra (representing Stanford University, in Stanford, California, USA) with their performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #stanfordbhangra #backtotheroots",None
-O0J2U39DKc,Georgia Tech Bhangra at Bhangra Blowout 2024,2024-05-16T05:10:57Z,2024,PT8M47S,2069,37.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Georgia Tech Bhangra (representing the Georgia Institute of Technology, in Atlanta, Georgia, USA) with their performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #georgiatechbhangra #bhangrablowout",None
4eqORGOqvRs,Nachdi Jawani's Gajjde Sher Jawan - Third Place Music Category at 6IX City Bhangra 2024,2024-05-15T05:34:50Z,2024,PT8M55S,3749,42.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Nachdi Jawani's Gajjde Sher Jawan (representing Toronto, Ontario, Canada) with their Third Place performance in the music category at 6IX City Bhangra Cup 2024.

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #nachdijawani #6ixcitybhangra #6ixcitybhangracup",Third
QAbNMuxkq5k,Ministry of Bhangra Chicago at Maryland Mauj 2024,2024-05-15T04:24:08Z,2024,PT8M5S,1591,23.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Ministry of Bhangra Chicago (representing Chicago, Illinois, USA) with their performance at Maryland Mauj 2024.

Maryland Mauj 2024 took place on March 9 2024, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #ministryofbhangra #mobchicago #marylandmauj",None
swPMFneKbw0,Ankhiley Jawan at Back to the Roots 2024,2024-05-12T12:00:45Z,2024,PT9M59S,3745,54.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Ankhiley Jawan (representing Northern California, USA) with their performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #ankhileyjawan #backtotheroots",None
N3TquzgIRxQ,Virginia Tech Bhangra at Bhangra Blowout 2024,2024-05-12T06:54:37Z,2024,PT8M50S,2318,21.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia Tech Bhangra (representing Virginia Tech University, in Blacksburg, Virginia, USA) with their performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #virginiatechbhangra #bhangrablowout",None
RmLtHhqlk0U,Kohinoor Vehre Diyan Raunkan - Second Place Music Category at 6ix City Bhangra 2024,2024-04-25T12:00:07Z,2024,PT9M24S,8582,73.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Kohinoor Vehre Diyan Raunkan (representing Kohinoor Folk Arts Club, from Surrey, British Columbia, Canada) with their Second Place performance in the music category at 6IX City Bhangra Cup 2024.

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #kohinoorfolkartsclub #6ixcitybhangra #6ixcitybhangracup",Second
gFwxD20kdVQ,Too much enjoyment #bhangra #gabrootv #dance,2024-04-25T03:46:32Z,2024,PT31S,16833,576.0,7.0,Harjot Hundal (Gabroo Tv),24,,,None
M258QQQD8is,Stanford Bhangra at Maryland Mauj 2024,2024-04-25T02:52:37Z,2024,PT8M4S,1898,27.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Stanford Bhangra (representing Stanford University, in Stanford, California, USA) with their performance at Maryland Mauj 2024.

Maryland Mauj 2024 took place on March 9 2024, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #stanfordbhangra #marylandmauj",None
4c7Yj6kj3jM,2 Step Bhangra at Back to the Roots 2024,2024-04-21T00:00:07Z,2024,PT8M46S,5028,63.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is 2 Step Bhangra (representing 2 Step Bhangra Academy, from Scarborough, Ontario, Canada) with their performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #2stepbhangra #backtotheroots",None
joKKrnDwb6Q,Virginia Di Shaan at Bhangra Blowout 2024,2024-04-19T22:45:08Z,2024,PT9M9S,4603,61.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia Di Shaan (representing the University of Virginia in Charlottesville, Virginia, USA) with their performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #virginiadishaan #bhangrablowout",None
qe9UrbbxesU,Vaisakhi Mela Segment #bhangra #gabrootv #vaisakhi #mela #washingtondc #dance #dancer  #punjabisong,2024-04-19T04:15:26Z,2024,PT49S,10868,398.0,6.0,Harjot Hundal (Gabroo Tv),24,,,None
yzDvB78DrGo,Shan E Punjab Arts Club - First Place at Back to the Roots 2024,2024-04-10T06:22:30Z,2024,PT9M12S,24473,253.0,21.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Shan E Punjab Arts Club (representing Surrey, British Columbia, Canada) with their First Place performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #shanepunjab #backtotheroots",First
ACuwpglGqPc,Wait for the droppp 🫡#bhangra #gabrootv #shanepunjab #backtotheroots #20yearsofgtv,2024-04-10T00:48:30Z,2024,PT21S,22775,1268.0,5.0,Harjot Hundal (Gabroo Tv),24,,,None
i0I9L_iVDEA,Rooh Punjab Dee (Live Category) at 6IX City Bhangra Cup 2024,2024-04-02T05:15:05Z,2024,PT11M25S,4685,67.0,14.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Rooh Punjab Dee (representing Abbotsford, British Columbia, Canada) with their performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Dholi: Rohit Sharma
Singer: Gurman Birdi
Algoze: Sukhmandeep Singh
Tumbi & Bugchu: Joban Sunami
Chimta: Dilroop Atwal

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #roohpunjabdee #6ixcitybhangra #6ixcitybhangracup",None
h1Bc_RbhkKg,POETRY #bhangra #ankhilejawan #marylandmauj,2024-04-01T23:01:07Z,2024,PT56S,11291,521.0,5.0,Harjot Hundal (Gabroo Tv),24,,,None
fBjA8W4W1kc,Royal Academy of Punjab - Third Place Live Category at 6IX City Bhangra Cup 2024,2024-04-01T08:27:39Z,2024,PT12M11S,15242,143.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Royal Academy of Punjab (representing Surrey, British Columbia, Canada) with their Third Place performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Dholi: Jind Mahi
Singer: Pukhraz Gill
Tumbi: Vijay Yamla
Bugchu & Algoze: Joban Sunami
Chimta: Jashanjit Gosha

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #royalacademy #6ixcitybhangra #6ixcitybhangracup",Third
P1p6A2t9OH4,Nachdi Jawani's Rangla Punjab - Second Place Live Category at 6IX City Bhangra Cup 2024,2024-04-01T08:27:05Z,2024,PT12M55S,17343,187.0,11.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachdi Jawani's junior live team Rangla Punjab (representing Toronto, Ontario, Canada) with their Second Place performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Coach: Gurmukh Singh Sagoo
Dholi: Sukhjinder Sapra
Singer: Billa
Algoze: Sukhmandeep Singh
Bugchu & Tumbi: Jasraj Lainla
Chimta: Karanvir Grewal

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #royalacademy #6ixcitybhangra #6ixcitybhangracup",Second
HXZpUaBLiE8,Punjabi Heritage & Folk - First Place Live Category at 6IX City Bhangra Cup 2024,2024-04-01T08:25:58Z,2024,PT11M50S,12576,101.0,,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Heritage & Folk's junior girls team (representing Edmonton, Alberta, Canada) with their First Place performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Dholi: Joban
Singer: Prabh Ubhi
Algoze: Jagir Brar
Bugchu: Mehakdeep Bal
Chimta: Simran Bassi

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #phfedmonton #punjabiheritageandfolk #6ixcitybhangra #6ixcitybhangracup",First
W85tEdjJ4n0,Tunka🔥🔥🔥 #bhangra,2024-04-01T03:46:37Z,2024,PT23S,13327,497.0,3.0,Harjot Hundal (Gabroo Tv),24,,"Tunka 🔥🔥🔥

#bhangra #gabrootv #royalacademy #jindmahijogi #pukhraz #jobansunami #vijayyamla #livebhangra #folkbhangra #6ixcitybhangra #20yearsofgtv",None
e_I4gQ9d3Zg,Hukam De Yakke at Back to the Roots 2024,2024-03-31T00:00:07Z,2024,PT9M27S,4212,46.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Hukam De Yakke (representing California, USA) with their performance in the senior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #hukamdeyakke #backtotheroots",None
nYGhgaR_ysk,Ankhile Jawan - Second Place at Maryland Mauj 2024,2024-03-30T00:00:07Z,2024,PT9M58S,15222,118.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Ankhile Jawan (representing California's Central Valley) with their Second Place performance at Maryland Mauj 2024.

Maryland Mauj 2024 took place on March 9 2024, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #ankhilejawan #marylandmauj",Second
o9DmJiAE-BY,Virsa Dance Academy at Back to the Roots 2024,2024-03-29T00:00:08Z,2024,PT7M46S,1502,21.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virsa Dance Cademy (representing San Diego, California, USA) with their performance in the junior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #virsadanceacademy #backtotheroots",None
viTmWEtXL9w,Rangla Punjab Arts Academy Sherniyan - Second Place at East Side Bhangra 2023,2024-03-22T00:00:07Z,2024,PT8M38S,11110,115.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Rangla Punjab Arts Academy's Sherniyan Junior Girls Bhangra team, (representing Rangla Punjab Arts Academy from Surrey, British Columbia, Canada) with their Second Place performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #ranglapunjab #sherniyan",Second
4o3nNDX34Mk,Amazing vocals and tribute to the late legend Surinder Shinda Ji bhangra #gabrootv #surindershinda,2024-03-21T04:07:43Z,2024,PT1M1S,5838,239.0,2.0,Harjot Hundal (Gabroo Tv),24,,Surinder Shinda tribute,None
Qa3oRwuRi24,Got Bhangra (Junior Category) at Back to the Roots 2024,2024-03-17T00:00:07Z,2024,PT7M37S,2968,35.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Got Bhangra (representing Los Angeles and Southern California, USA) with their performance in the junior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #gotbhangra #backtotheroots",None
ChkqLW-UZHU,CIA Lok Naach - Third Place at Maryland Mauj 2024,2024-03-16T00:00:07Z,2024,PT7M35S,5484,50.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is CIA Lok Naach (representing Carolina Indian Arts Academy in Raleigh, North Carolina) with their Third Place performance at Maryland Mauj 2024.

Maryland Mauj 2024 took place on March 9 2024, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #cialoknaach #marylandmauj",Third
k_HlF40BjtA,Central Valley Bhangra - First Place (Junior Category) at Back to the Roots 20024,2024-03-15T00:00:08Z,2024,PT7M57S,6998,84.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Central Valley Bhangra (representing California's Central Valley) with their First Place performance in the junior category at Back to the Roots 2024.

Back to the Roots 2024 took place on March 2 2024, at the Moreno Valley High School Performing Arts Center, in Moreno Valley, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #centralvalleybhangra #backtotheroots",First
DoMV3YXBr38,UNC Bhangra Elite at Maryland Mauj 2024,2024-03-14T00:00:07Z,2024,PT7M57S,3391,40.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is UNC Bhangra Elite (representing the University of North Carolina in Chapel Hill) with their performance at Maryland Mauj 2024.

Maryland Mauj 2024 took place on March 9 2024, at the Bowie Center for Performing Arts, in Bowie, Maryland, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #uncbhangraelite #marylandmauj",None
2641suhAhEE,Da Real Punjabiz at West Coast Bhangra 2016,2023-12-25T12:00:10Z,2023,PT6M46S,4288,63.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Da Real Punjabiz (representing UC San Diego, in San Diego, California, USA) with their performance at West Side Bhangra 2016.

West Coast Bhangra 2016 was held on February 13 2016, at the UC Davis Conference Center, on the campus of the University of California, in Davis, California, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #darealpunjabiz #drpbhangra #westcoastbhangra",None
PDBgBIYWryU,Nachdi Jawani's Ardab Mutiyaran - First Place at East Side Bhangra 2023,2023-12-24T12:00:10Z,2023,PT8M36S,10237,131.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nawadi Jawani's Junior Girls Bhangra team. Ardab Mutiyaran (representing Toronto, Ontario, Canada) with their First Place performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #nachdijawani #ardabmutiyaran #nachdijawanigore",First
xyT8d4J_RDE,Davis Bhangra Crew at Boston Bhangra 2023,2023-12-23T12:00:12Z,2023,PT8M41S,5107,67.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Davis Bhangra Crew (representing UC Davis, in Davis, California, USA) with their performance at Boston Bhangra 2023.

Boston Bhangra 2023 took place on December 2 2023 at the Strand Theater in Boston, Massachusetts, USA.

I'd also like to take a moment to express my sincere gratitude to Boston Bhangra, and Chardikla Time TV for its support as a grand sponsor of the Boston Bhangra. Additionally, I would like to extend my thanks to both entities for granting Gabroo TV the privilege and partnership allowing us to capture and showcase Boston Bhangra 2023 in the unique and distinctive style of GTV.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #davisbhangracrew #ucdavisbhangra #bostonbhangra @bostonbhangra7123",None
y8gM9OfHsz8,G9 Bhangra Academy - Gajjdian Sherniyan at East Side Bhangra 2023,2023-12-22T12:00:12Z,2023,PT8M18S,4703,58.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Royal Academy of Punjab (representing Surrey, Vancouver, Canada) with their performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #royalacademy #royalacademyofpunjab",None
ZKfYZgRrfLc,New England Bhangra Club at Boston Bhangra 2023,2023-12-21T12:00:11Z,2023,PT8M18S,2488,28.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the New England Bhangra Club (performing in front of their home crown in Boston, Massachusetts, USA) with their performance at Boston Bhangra 2023.

Boston Bhangra 2023 took place on December 2 2023 at the Strand Theater in Boston, Massachusetts, USA.

I'd also like to take a moment to express my sincere gratitude to Boston Bhangra, and Chardikla Time TV for its support as a grand sponsor of the Boston Bhangra. Additionally, I would like to extend my thanks to both entities for granting Gabroo TV the privilege and partnership allowing us to capture and showcase Boston Bhangra 2023 in the unique and distinctive style of GTV.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #newenglandbhangraclub #bostonbhangra @bostonbhangra7123",None
CEGea3Yb0mg,Xtreme Bhangra at East Side Bhangra 2023,2023-12-20T12:00:08Z,2023,PT8M34S,1920,21.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Xtreme Bhangra (representing Toronto, Ontario, Canada) with their performance at East Side Bhangra 2023.

East Side Bhangra 2023 took place on Saturday September 16 2023 at the Flato Markham Theater, in Markham, Ontario, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004

#bhangra #gabrootv #eastsidebhangra #xtremebhangra",None
