video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings,competition_name,team_name,comp_year,total_comps,placing_score,sum_placing_score,finalscore,number_of_teams_in_comp,comp_numerator,comp_score
5CEAgEXdcjQ,georgia bhangra all stars @ queen city bhangra 2019,2020-03-09T02:00:10Z,2020,459,3698,62.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Georgia Bhangra All Star team performing at Queen City Bhangra 2019.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",None,bhangra city,georgia bhangra all stars,2019,1,0.1,0.1,0.1,73,26.72310967979389,0.3660699956136149
aZsljd_j_U8,cmu bhangra @ motor city bhangra 2014,2014-03-12T05:03:15Z,2014,487,3821,11.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire,"This is CMU Bhangra representing Carnegie Mellon University in Pittsburgh Pennsylvania, performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Blue:
Sid Sethi, Shaina Mitchell
Samir Koppolu, Yasmin Venema

Pink:
Vijay Jayaram, Shahana Ganesharajah
Ankur Toshniwal, Poorvi Goradia


Yellow:
Shubhit Singh, Mitra Raman
Vishalsai Daswani, Shalini Ray

Songs:
Putt Jattan de Shokeen - Ricky Jatt
Akh de Eshara - Panjabi MC
Sadi Akh - Enkay (feat. Kaka Bhaniawala)
Punjab - Amandeep Ghuma
Ku Ku - Bilal Saeed,
Nishana - Deep Jandu
Naah Pucho - MC Special and Manak-E
Bolo Ta Ra Ra - Daler Mehndi
Ashiq Hogaya - MC Special
Superstar - Raj Bains and PBN
Tension - AV (feat. Manak-E)
Salera Rang - Amrinder Gill

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,cmu bhangra,2014,24,0.1,3.85,0.16041666666666668,73,26.72310967979389,0.3660699956136149
lN-xLKsGykI,kohinoor folk arts club @ motor city bhangra 2014,2014-04-03T21:16:56Z,2014,714,4100,13.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire;Kohinoor Folk Arts Club;Kohinoor;Folk;Arts;Club;Canada;BC;Motor City Bhangra;Motor;City;Competition;2014;14,"This is Kohinoor Folk Arts Club performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

The largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,kohinoor bhangra,2014,11,0.1,1.75,0.1590909090909091,73,26.72310967979389,0.3660699956136149
TrmmZqtxZEo,phf edmonton - third place senior category @ flower city bhangra 2019,2020-01-25T02:00:12Z,2020,719,13106,203.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Flower City;Flower City Bhangra;Bhangra 2019;PHF Edmonton;Bhinder Ustad,"This is the PHF Edmonton Bhangra team (Punjabi Heritage Foundation) with their Third Place performance in the Senior Bhangra category at Flower City Bhangra 2019. 

The PHF Edmonton Bhangra team tied with Waris Virse De for Third Place at this competition.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",3,bhangra city,phf edmenton,2019,12,0.5,6.0,0.5,73,26.72310967979389,0.3660699956136149
a-G6X9LUg2Q,shan e punjab arts club @ motor city bhangra 2014,2014-04-08T19:56:39Z,2014,535,8500,28.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire,"This is Shan E Punjab Arts Club performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Red: Mandeep Sarkaria / Gagandeep Singh
Blue: Gurshveer Sidhu / Parbir Dosanjh
Orange: Jasmeet Dhaliwal / Gurveer Dhaliwal
Green: Simrandeep Virk / Virinder Prince Toor
Yellow: Prabhjot Rehal / Karanvir Gill
Purple: Sukhman Bassi / Bhavneet Randhawa

Songs:
1. Boliyan - Bruahh 
2. Tohar Shakeena Di - Surjit Khan
3. Velly Yaar - Kulwinder Dhillon 
4. Dastaar - Resham Alam
5. Kaum - Jaswinder Daghamia 
6. Jagga - Sarbjit Cheema
7. Preet Kaureh - Saini Surinder 
8. Amb Da Boota - Saini Surinder 
9. Allah Jaane - Pammi Bai 
10. Hurr - Nirmal Sidhu
11. Tera Yaar Bolda - Surjit Bindrakhia 
12. Fatoo Yaar - Kuldeep Manak 
13. Aye Ha - Tigerstyle 
14. Khalsa Jawan Ho Geya - Harjit Harman
15. Folk Akhada (Yaaran De Kalian) - Amx 
16. Khoon Da Badla - Kuldeep Purewal 
17. Phattey Chak Denge - Angrez Ali

The largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,shan e punjab,2014,28,0.1,6.8,0.24285714285714285,73,26.72310967979389,0.3660699956136149
zJrig_o5BZ0,anakh e gabroo @ motor city bhangra 2014,2014-05-29T06:03:09Z,2014,543,10508,48.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire;AEG;Anakh E Gabroo;Anakh;Motor City Bhangra;Motor;City;Competion;2014;14,"This is Anakh E Gabroo representing Queens New York USA, performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Green: Vishal Dholakia, Manvir Kehal, Simrat Grewal
Red: Ankush Vermani, Sandeep Singh, Guneet Cheema
Blue: Gaganvir Kehal, Manraj Singh, Jaspreet Singh
Yellow: Ashruth Easwar, Akash Minocha, Prabhjit Singh

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,anakh e gabroo,2014,13,0.1,2.6,0.2,73,26.72310967979389,0.3660699956136149
wKhIPXlEGPE,gmu bhangra @ motor city bhangra 2014,2014-02-26T17:37:39Z,2014,496,9521,40.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire;GMU Bhangra;George Mason University;Washington DC;DC;Motor City Bhangra;MCB2;Motor;City;Compeition;2014;14;Detroit,"This is GMU Bhangra representing Fairfax Virginia, performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Red: Gurpreet/Muskan
Yellow: Yasser/Parul
Pink: Jay/Jasmeen
Green: Angad/Amneet
Ferozi: Ashvin/Adity
Dark Blue: Raj/Gursanam
Orange: Rahul/Chandni
Purple: Prashant/Reshma

Songs:
Lagda Na Gabroo Da Jee
Lok Boliyan
Rang Pakka
Tere Naal
Billi Akh
Jean
Shoulder
Pakki Kanak
Jugni
Punjabian da Raaj
Sardaari

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,gmu bhangra,2014,5,0.1,0.5,0.1,73,26.72310967979389,0.3660699956136149
C6uWy3_BDIc,nachdi jawani warriors - first place senior category @ flower city bhangra 2019,2020-01-23T02:00:11Z,2020,710,19417,238.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Flower City Bhangra;Nachdi Jawani;Nachdi Jawani Warriors;Live Bhangra,"This is the Nachdi Jawani Warriors with their First Place performance in the Senior Bhangra category at Flower City Bhangra 2019. 

The Nachdi Jawani Warriors tied with the Punjabi Lok Naach Academy for First Place at this competition.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",1,bhangra city,nachdi jawani,2019,22,1.0,12.7,0.5772727272727273,73,26.72310967979389,0.3660699956136149
iXOWfXU1wkY,punjabi lok naach academy - first place senior category @ flower city bhangra 2019,2020-01-22T02:00:10Z,2020,806,55775,802.0,27.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Flower City Bhangra;Flower City;Punjabi Lok Naach Academy;First Place Bhangra;Bhangra Empire;Bhangra 2019,"This is the Punjabi Lok Naach Academy with their First Place performance in the Senior Bhangra category at Flower City Bhangra 2019. 

Punjabi Lok Naach Academy tied with the Nachdi Jawani Warriors for First Place at this competition.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",1,bhangra city,punjabi lok naach academy,2019,3,1.0,3.0,1.0,73,26.72310967979389,0.3660699956136149
jibYT6K6rQM,vasda punjab uk - second place senior category @ flower city bhangra 2019,2020-01-01T01:00:11Z,2020,849,23346,363.0,12.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Flower City;Flower City Bhangra;Flower City Giddha;Vasda Punjab UK;Vasda Punjab Arts;Wasda Punjab;Dhol Doctor;Dhol Doctor UK;Live Bhangra;Jhinda Music,"This is Vasda Punjab, from the United Kingdom, with the Second Place performance at Flower City Bhangra 2019.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",2,bhangra city,vasda punjab uk,2019,4,0.75,3.5,0.875,73,26.72310967979389,0.3660699956136149
azPRCe-y-Ng,nachde punjabi @ flower city bhangra 2019,2019-12-31T16:00:11Z,2019,750,4935,64.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Flower City;Flower City Bhangra;Flower City Giddha;Nachde Punjabi;Live Bhangra,"This is the Nachde Punjabi Senior Bhangra team performing at Flower City Bhangra 2019.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",None,bhangra city,nachde punjabi,2019,10,0.1,1.8,0.18,73,26.72310967979389,0.3660699956136149
ioS4BaIwAGw,rangla punjab - first place junior category @ flower city bhangra 2019,2019-12-31T01:00:11Z,2019,670,69467,1147.0,54.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Rangla Punjab;Flower City;Flower City Bhangra;Flower City Giddha;Rose Brampton;Live Bhangra;First Place Bhangra;Bhangra 2019,"This is Rangla Punjab with their First Place performance in the Junior category at Flower City Bhangra 2019.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",1,bhangra city,rangla punjab,2019,1,1.0,1.0,1.0,73,26.72310967979389,0.3660699956136149
uaJGVFCcVxc,nachde punjabi juniors - third place @ flower city bhangra 2019,2019-12-30T16:00:10Z,2019,766,4844,77.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Nachde Punjabi;Flower City;Flower City Bhangra;Live Bhangra;Kitchner Canada,"This is the Nachde Punjabi Junior Bhangra team with their Third Place performance at Flower City Bhangra 2019. 

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",3,bhangra city,nachde punjabi,2019,10,0.5,1.8,0.18,73,26.72310967979389,0.3660699956136149
eVDaz2rXnrQ,first class bhangra @ motor city bhangra 2016,2016-03-17T16:34:25Z,2016,1016,47876,351.0,22.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;First Class Bhangra;Motor City Bhangra;Live Bhangra;Folk Bhangra;Traditional Bhangra;FCB Bhangr,"On February 28 2015, First Class Bhangra was performing at a show in Washington DC, when their music abruptly shut off, in lieu of a technical error. Instead of stopping their performance, they continued, and danced live to their Dholi (watch the link below at the 3 minute mark.) Nearly a year later, the lads from First Class Bhangra are back to perform Live Bhangra the proper way, at Motor City Bhangra 2016, with a full band. This is a story of their journey on the weekend of this performance!

Performance in 2015 when their music shut off:
https://www.youtube.com/watch?v=179JFCVUVjs

--

Participants:

Red Pagh: Sid Pandit & Ram Mahalingam
Ferozi Pagh: Shubhit Singh & Mitra Patel
Blue Pagh: Ravi Mehta & Jigar Saraiya
Yellow Pagh: Umer Qureshi & Akash Bansal
Dholi: Tejasvir Singh Rekhi
Vocalist: Ikamjit Singh Gill
Secondary Vocalist: Rajvir Singh Kahlon
Chimta: Rohan Bansal
Dhad: Kavin Sanghavi
Harmonium: Sehaj Singh Rekhi

--

Special thanks:

Rupa Mehta: Setting up secondary microphones, and recording slow motion footage
Hardik Singh, Ian Asenjo, Kavin Sanghavi: Setting up the GoPro onstage cameras.
Krupa Patel: Being extremely helpful and accommodating during the weekend/filming process of this show.
Gary Khehra: Providing the platform (Motor City Bhangra 2016) to film this video.
Akshdeep Dhaliwal, Dhir Patwa, Disha Sharma, Nikita Patkar, Nithin Santhanam, Rajesh Ravikumar, Shivani Brahmbhatt, Ankur Toshniwal, Jay Vakil, Jayveer Sodiwal, for your support during the weekend of this show.
Minesh Patel: Taking the cover photo for this video.

--

First Class Bhangra links:

http://www.firstclassbhangra.com
http://www.facebook.com/FirstClassBhangra
http://www.instagram.com/firstclassbhangra
http://twitter.com/fcbhangra

--

Background song:

Indian Summer, performed by Jai Wolf.
Care of Believe Music, [Merlin] InertiaPtyLtd, SME, and INgrooves

--

The largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,first class bhangra,2016,25,0.1,7.05,0.282,73,26.72310967979389,0.3660699956136149
HXZpUaBLiE8,punjabi heritage & folk - first place live category at 6ix city bhangra cup 2024,2024-04-01T08:25:58Z,2024,710,12576,101.0,,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Heritage & Folk's junior girls team (representing Edmonton, Alberta, Canada) with their First Place performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Dholi: Joban
Singer: Prabh Ubhi
Algoze: Jagir Brar
Bugchu: Mehakdeep Bal
Chimta: Simran Bassi

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #phfedmonton #punjabiheritageandfolk #6ixcitybhangra #6ixcitybhangracup",1,bhangra city,phf edmenton,2024,12,1.0,6.0,0.5,73,26.72310967979389,0.3660699956136149
T4b_UVxOUlE,dcmpaa (music) @ motor city bhangra 2014,2014-02-26T18:00:23Z,2014,491,4912,17.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire;DCMPAA;DC Metro Punjabi Arts Academy;DC;Metro;Arts;Academy;Washington DC;Motor;City;Competition;2014;14;Motor City Bhangra,"This is the DC Metro Punjabi Arts Academy, representing Washington DC USA, performing at Motor City Bhangra 2014.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Yellow: Sakhi Singh, Shivali Marwaha, Deep Sarkaria, Pranava Komarigiri
Pink: Amrinder Singh, Joty Saini, Jaskirat Saini, Amani Vohra
Green: Ajay Singh, Jessie Saini, Raina Vij, Herman Singh
Blue: Gurkeerat Walia, Ramneek Kaur, Dashmeet Maharaj, Pallavi Swarup

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,dc metro punjabi arts academy,2014,11,0.1,2.0,0.18181818181818182,73,26.72310967979389,0.3660699956136149
OACBY9laBXY,nachde punjabi ankhi mutiyaran - third place music category at 6ix city bhangra 2025,2025-03-20T03:42:01Z,2025,543,2326,37.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Nachde Punjabi's Ankhi Mutiyaran, with their Third Place performance in the Music category at 6IX City Bhangra 2025.

6IX City Bhangra 2025 took place on March 16  2025, at the Flato Markham Theater, in Markham, Ontario, Canada. This was a junior competition, giving young dancers an opportunity and platform to perform and further their Bhangra and dancing careers.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #6ixcitybhangracup #nachdepunjabi #ankhimutiyaran",3,bhangra city,nachde punjabi,2025,10,0.5,1.8,0.18,73,26.72310967979389,0.3660699956136149
fBjA8W4W1kc,royal academy of punjab - third place live category at 6ix city bhangra cup 2024,2024-04-01T08:27:39Z,2024,731,15242,143.0,8.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is the Royal Academy of Punjab (representing Surrey, British Columbia, Canada) with their Third Place performance in the live category at 6IX City Bhangra Cup 2024.

Live band members:
Dholi: Jind Mahi
Singer: Pukhraz Gill
Tumbi: Vijay Yamla
Bugchu & Algoze: Joban Sunami
Chimta: Jashanjit Gosha

6IX City Bhangra Cup 2024 took place on Saturday March 30 2024, at the Richmond Hill Centre for the Performing Arts in Richmond Hill, Ontario Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #royalacademy #6ixcitybhangra #6ixcitybhangracup",3,bhangra city,royal academy ,2024,9,0.5,2.85,0.31666666666666665,73,26.72310967979389,0.3660699956136149
e12ckxPg8eA,vasda punjab uk - second place senior category at flower city bhangra 2022,2022-09-02T07:00:11Z,2022,810,30821,380.0,28.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is Vasda Punjab from UK with their Second Place performance in the Senior category at  @Flower City Bhangra  2022.

Dancers:
Orange: Sukhjinder Singh (Captain) & Amritpal Singh Virk 
Pink: Ravi Rathod & Sandeep Singh Nanua
Green: Rajvatan Singh & Parambeer Samrai
Blue: Harpreet Singh Nandhra & Yuvraj Singh

Coach: Rajan Aujla
Ustaad Ji: Nana Ustaad
Singer: Satnaam Singh
Algoze: Jasraj Lailna
Tumbi: Joban Sunami
Director: Manpreet Singh

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #vasdapunjab",2,bhangra city,vasda punjab uk,2022,4,0.75,3.5,0.875,73,26.72310967979389,0.3660699956136149
BAbmO7WyV6U,dc metro punjabi arts academy juniors @ flower city bhangra 2019,2019-08-26T15:00:11Z,2019,564,5336,78.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Flower City Bhangra;DCMPAA;DC Metro Punjabi Arts Academy;Junior Bhangra team;Young Bhangra team;Little Kids Bhangra team;Live Bhangra;Folk Bhangra,"This is the DC Metro Punjabi Arts Academy (DCMPAA) junior Bhangra team, competing in the Junior category at Flower City Bhangra 2019.

--

www.gabroo.tv - The largest Bhangra Library in the world, serving the community since 2004",None,bhangra city,dc metro punjabi arts academy,2019,11,0.1,2.0,0.18181818181818182,73,26.72310967979389,0.3660699956136149
EuX1v3HfVZs,furteelay shokeen @ motor city bhangra 2014,2014-02-25T16:58:56Z,2014,553,22883,161.0,21.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire,"This is Detroit's very own Furteelay Shokeen performing at Motor City Bhangra 2014. They were the People's Choice award winners at this competition.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Red: Vickrant Gill & Bhavneet Singh Grewal
Green: Sunpreet Singh & Gurjeet Singh
Yellow: Arunpreet Singh & Gursimran Singh
Royal Blue: Damansher Sidhu & Sukhraj Bual
Prozi: Harman Sidhu & Sahil Mehta
Purple: Jaspreet Singh & Paramveer Swaich

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,furteelay,2014,14,0.1,5.8,0.41428571428571426,73,26.72310967979389,0.3660699956136149
RsYn5nv-biY,nachdi jawani @ motor city bhangra 2014,2014-02-25T17:05:07Z,2014,668,58424,197.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo;Giddha;Tv;GTV;Harjot;Hundal;Bhangra;Punjab;Punjabi;Virsa;Dhol;Tumbi;Empire;Nachdi Jawani;Nachdi;Jawani;Toronto;Canada;Live;Traditional;2014;14;Competition;Motor City Bhangra;Detroit,"This is Nachdi Jawani representing the Punjabi Virsa Arts and Culture Academy from Toronto Ontario Canada, performing at Motor City Bhangra 2014. They placed First at this competition in the live category.

Motor City Bhangra 2014 was held at the Michael A Guido Theater in Dearborn Michigan on February 22, 2014. For more information about this competition, please visit http://motorcitybhangra.net

Dancers:
Khush Dhaliwal - Gurchan Singh
Ricky Sahota - Robi Gill
Bobby Pandher - Poppy Deol
Amandeep Deol - Arby Khera 

Band:
Dholi: Jasraj Lailna
Singer: Dilpreet Sarwara
Chimta/Coach: Bali Atwal
Algozey: Baba Gurbachan Singh Ji

Gabroo Tv - the largest Bhangra Library in the world, serving the community since 2004.
http://gabroo.tv

Like us on Facebook!
http://facebook.gabroo.tv

Tweet with us on twitter!
http://twitter.gabroo.tv

Follow our Bhangra journey on Instagram!
http://instagram.gabroo.tv or @gabrootv

Befriend Harjot Hundal on Facebook!
http://harjot.gabroo.tv

Follow Harjot Hundal on Instagram!
http://instagram.harjothundal.com or @forevergabroo",None,bhangra city,nachdi jawani,2014,22,0.1,12.7,0.5772727272727273,73,26.72310967979389,0.3660699956136149
QpisuqqgxuI,"phf edmonton junior girls live bhangra, second place at flower city bhangra 2022",2022-08-18T00:22:04Z,2022,781,12280,185.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra;Live Bhangra;Girls Bhangra;Flower City Bhangra;Bhangra dance;Punjabi bhangra;Bhangra empire;Manpreet and naina;Punjabi dance;dance;poem;dance video;wedding dance;couple dance;dance choreography;dance videos;hindi dance;punjabi song dance;classical dance;farewell dance;bihu dance;dhol dance;dandiya dance;kalbeliya dance;dance punjabi;empire bhangra,"This is the Punjabi Heritage Foundation (PHF Edmonton) junior LIVE girls Bhangra team with their Second Place performance in the Junior category at @flowercitybhangra3503 2022.

Flower City Bhangra 2022 took place on August 6 2022 at the Rose Theater in downtown Brampton Ontario, Canada. At the time of filming, Flower City Bhangra is the only all Live Bhangra competition that takes place in North America.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004.

#bhangra #gabrootv #flowercitybhangra #phfedmonton",2,bhangra city,phf edmenton,2022,12,0.75,6.0,0.5,73,26.72310967979389,0.3660699956136149
